wavelength_A	flux_0Myr	flux_10Myr	flux_20Myr	flux_30Myr	flux_40Myr	flux_50Myr	flux_60Myr	flux_70Myr	flux_80Myr	flux_90Myr	flux_100Myr	flux_200Myr	flux_300Myr	flux_400Myr	flux_500Myr	flux_600Myr	flux_700Myr	flux_800Myr	flux_900Myr	flux_1000Myr
7671.0	1.388319465389273e+41	7.841034732128194e+40	4.363720852239173e+40	3.334828343213222e+40	2.825357178277042e+40	2.3929774219330354e+40	2.0158256212418383e+40	2.0158256212418383e+40	1.7679674276844048e+40	1.5699655251531457e+40	1.5699655251531457e+40	1.065882766657705e+40	8.56311958599989e+39	7.146630838643954e+39	6.337106561859799e+39	5.617016483104576e+39	5.617016483104576e+39	4.9858670965571005e+39	4.434057452877285e+39	4.434057452877285e+39
7676.0	1.387137031551102e+41	7.923884496748701e+40	4.409199318981255e+40	3.3717575205808677e+40	2.8555130336359676e+40	2.4174038422255467e+40	2.0351429494033175e+40	2.0351429494033175e+40	1.7840590114714168e+40	1.5837706019297312e+40	1.5837706019297312e+40	1.0749777773156264e+40	8.642413670458103e+39	7.213943608000821e+39	6.399722855129494e+39	5.67347368785008e+39	5.67347368785008e+39	5.038176086078399e+39	4.487757845541867e+39	4.487757845541867e+39
7681.0	1.385891915548782e+41	7.96136130352894e+40	4.430801365486253e+40	3.3885561254182895e+40	2.868449479913754e+40	2.4269031642971625e+40	2.041825108722139e+40	2.041825108722139e+40	1.7890709923439976e+40	1.5878241959521586e+40	1.5878241959521586e+40	1.0790275104306276e+40	8.676131838669138e+39	7.242215377794358e+39	6.426263247632461e+39	5.697800267820967e+39	5.697800267820967e+39	5.0607247468159326e+39	4.510426676003248e+39	4.510426676003248e+39
7686.0	1.3848243237246444e+41	7.952316961214461e+40	4.426370994838388e+40	3.3850946727802815e+40	2.865102837936357e+40	2.423532989668159e+40	2.0385886789690864e+40	2.0385886789690864e+40	1.7859771162759676e+40	1.5849808185682255e+40	1.5849808185682255e+40	1.0784619402133545e+40	8.668722951578041e+39	7.234814034266952e+39	6.419960328333079e+39	5.692586940383368e+39	5.692586940383368e+39	5.056452584637669e+39	4.5066633819867014e+39	4.5066633819867014e+39
7691.0	1.3837520623634401e+41	7.91857487389068e+40	4.407607528392788e+40	3.371035321031941e+40	2.853595705212811e+40	2.4140986934593895e+40	2.0309841944332868e+40	2.0309841944332868e+40	1.7795130599023482e+40	1.5793009340621863e+40	1.5793009340621863e+40	1.0753574059285318e+40	8.637581366912818e+39	7.205421798747967e+39	6.392811286750031e+39	5.667567692827063e+39	5.667567692827063e+39	5.0341030073206796e+39	4.487000469628184e+39	4.487000469628184e+39
7696.0	1.3824618108981768e+41	7.842131777456806e+40	4.364136468471056e+40	3.3388434833203967e+40	2.828157814131517e+40	2.3942703286650503e+40	2.0159680003663042e+40	2.0159680003663042e+40	1.7674476536716338e+40	1.569091958015301e+40	1.569091958015301e+40	1.0679843363945906e+40	8.570774473205843e+39	7.144941460283708e+39	6.336654539014307e+39	5.614878196743746e+39	5.614878196743746e+39	4.98680100057412e+39	4.4459091558503304e+39	4.4459091558503304e+39
7701.0	1.3813798665447974e+41	7.795878109997745e+40	4.338440336793595e+40	3.320218495123842e+40	2.813636610279967e+40	2.3832085329262114e+40	2.0078167377811398e+40	2.0078167377811398e+40	1.7610181547283488e+40	1.563671636651548e+40	1.563671636651548e+40	1.0635043853732273e+40	8.531386577881849e+39	7.108680964952874e+39	6.302416719789351e+39	5.582457731144324e+39	5.582457731144324e+39	4.9578519184661e+39	4.4216660151480863e+39	4.4216660151480863e+39
7706.0	1.38034327145575e+41	7.81575102134358e+40	4.3524591221219513e+40	3.3308113809447133e+40	2.821704010024627e+40	2.389191237225872e+40	2.011963670203986e+40	2.011963670203986e+40	1.7639374491234644e+40	1.5657302293846528e+40	1.5657302293846528e+40	1.0644787639407535e+40	8.537933226757722e+39	7.110504157851129e+39	6.302007387616011e+39	5.581603675878774e+39	5.581603675878774e+39	4.95701894169942e+39	4.422495021216971e+39	4.422495021216971e+39
7711.0	1.3792008813171855e+41	7.858652518651485e+40	4.381601185786333e+40	3.3512450065465504e+40	2.836576245094452e+40	2.3993343806822906e+40	2.0181975603846437e+40	2.0181975603846437e+40	1.7677722457472553e+40	1.5681610175163022e+40	1.5681610175163022e+40	1.0664536743334441e+40	8.553796413841194e+39	7.120437783806783e+39	6.307889663809708e+39	5.586815459278645e+39	5.586815459278645e+39	4.960876837769344e+39	4.425651520819029e+39	4.425651520819029e+39
7716.0	1.3782063394785505e+41	7.878970133224758e+40	4.396258029555802e+40	3.360809470465009e+40	2.842927000822353e+40	2.402826047039959e+40	2.019459485909544e+40	2.019459485909544e+40	1.7678041482026551e+40	1.5677208993004615e+40	1.5677208993004615e+40	1.067004692867234e+40	8.559466841619717e+39	7.123735686725986e+39	6.308385241581811e+39	5.58684020384531e+39	5.58684020384531e+39	4.9601599849447514e+39	4.424186122268567e+39	4.424186122268567e+39
7721.0	1.3775598839664279e+41	7.885216250121583e+40	4.399008684022167e+40	3.363097316615215e+40	2.84444289397825e+40	2.4035667437317086e+40	2.0196344884260815e+40	2.0196344884260815e+40	1.767794378422024e+40	1.5678985496947802e+40	1.5678985496947802e+40	1.0677093843129033e+40	8.566746996870266e+39	7.13011660699718e+39	6.313973711331155e+39	5.591841592453251e+39	5.591841592453251e+39	4.964989977778853e+39	4.429008458260181e+39	4.429008458260181e+39
7726.0	1.3773979605467275e+41	7.885020857731572e+40	4.395207064509254e+40	3.3617807768952595e+40	2.8436561299848453e+40	2.403065920262248e+40	2.0195473999849102e+40	2.0195473999849102e+40	1.7681031682848145e+40	1.5685601143022823e+40	1.5685601143022823e+40	1.0686458144227493e+40	8.575522519782747e+39	7.138791762237925e+39	6.323751019866031e+39	5.601724696059978e+39	5.601724696059978e+39	4.975223385817124e+39	4.439070625793734e+39	4.439070625793734e+39
7731.0	1.4005672318411512e+41	7.891343137069115e+40	4.395790066603058e+40	3.364014271190444e+40	2.8456735496351684e+40	2.4046297919701546e+40	2.0210899651001328e+40	2.0210899651001328e+40	1.7697195061138952e+40	1.5700077703943212e+40	1.5700077703943212e+40	1.0706445016767357e+40	8.591513226231761e+39	7.152605918297878e+39	6.338639810942234e+39	5.616953065657617e+39	5.616953065657617e+39	4.990689623148356e+39	4.4539695043166457e+39	4.4539695043166457e+39
7736.0	1.6803425234548608e+41	7.880988608917193e+40	4.389166168188138e+40	3.3597125667260484e+40	2.8421241920131545e+40	2.4016118744488907e+40	2.0186874705051716e+40	2.0186874705051716e+40	1.7677181829155446e+40	1.5681904064826187e+40	1.5681904064826187e+40	1.06994229428704e+40	8.583549260038469e+39	7.145607512980005e+39	6.333324942818674e+39	5.612819163605499e+39	5.612819163605499e+39	4.987808264778791e+39	4.451846696063446e+39	4.451846696063446e+39
7741.0	3.1063763064493504e+41	7.833667851381552e+40	4.361899821055052e+40	3.33922217636279e+40	2.8253801903997326e+40	2.388029228575427e+40	2.007776872796163e+40	2.007776872796163e+40	1.7585510269132043e+40	1.560326894456987e+40	1.560326894456987e+40	1.0637359226794416e+40	8.53055529056376e+39	7.10222170432794e+39	6.294634896218187e+39	5.577968267173525e+39	5.577968267173525e+39	4.956465298094682e+39	4.4221925002392515e+39	4.4221925002392515e+39
7746.0	6.603966091795536e+41	7.779053878210572e+40	4.330022064106322e+40	3.31589433959625e+40	2.806507482724321e+40	2.3728996398544714e+40	1.9957843216224246e+40	1.9957843216224246e+40	1.7487016653234363e+40	1.5520452773285603e+40	1.5520452773285603e+40	1.0555463742549302e+40	8.467955340307649e+39	7.053019143497147e+39	6.25212153720495e+39	5.542066299544458e+39	5.542066299544458e+39	4.92525433276056e+39	4.3917227491040255e+39	4.3917227491040255e+39
7751.0	7.38805311946329e+41	7.790474947960988e+40	4.336354748611954e+40	3.321592806048961e+40	2.8110743288379874e+40	2.376349383355212e+40	1.9984108387871549e+40	1.9984108387871549e+40	1.750971909184451e+40	1.5539678735367315e+40	1.5539678735367315e+40	1.0549266016224198e+40	8.474725361937041e+39	7.061766051761741e+39	6.263111680283281e+39	5.556621879661082e+39	5.556621879661082e+39	4.941891363893858e+39	4.407959053892823e+39	4.407959053892823e+39
7756.0	4.592814391467302e+41	7.828631779859684e+40	4.358661994173612e+40	3.3384289093626774e+40	2.8242655564860393e+40	2.386258781719196e+40	2.0057230670802244e+40	2.0057230670802244e+40	1.756744951656553e+40	1.5585938369551032e+40	1.5585938369551032e+40	1.0579469631603763e+40	8.509450605193435e+39	7.09206513418388e+39	6.293364456445337e+39	5.588182535027311e+39	5.588182535027311e+39	4.9747988462776804e+39	4.441211650315364e+39	4.441211650315364e+39
7761.0	2.093023502399444e+41	7.825323306824597e+40	4.3536172971077305e+40	3.333393765084755e+40	2.819058087107897e+40	2.3808875461521945e+40	2.0005599706974742e+40	2.0005599706974742e+40	1.7515424617480574e+40	1.5531368955165684e+40	1.5531368955165684e+40	1.0567758091362242e+40	8.505513075946831e+39	7.087962726327241e+39	6.292582421067013e+39	5.591190374575814e+39	5.591190374575814e+39	4.9821387825972393e+39	4.452396906539072e+39	4.452396906539072e+39
7766.0	1.4181580293212433e+41	7.745411434677642e+40	4.2964767044625256e+40	3.2876532424242293e+40	2.779398752450933e+40	2.3463429796612034e+40	1.9712392998939365e+40	1.9712392998939365e+40	1.7250644439258468e+40	1.5280267244886974e+40	1.5280267244886974e+40	1.0461375229681497e+40	8.422264732387744e+39	7.016738705304224e+39	6.232431485831417e+39	5.541640513364298e+39	5.541640513364298e+39	4.9427345038920043e+39	4.423137898981175e+39	4.423137898981175e+39
7771.0	1.3651406063307348e+41	7.655949212594403e+40	4.2354654539181544e+40	3.2385106733689976e+40	2.7366650220403325e+40	2.3090066956991683e+40	1.9394013073746987e+40	1.9394013073746987e+40	1.6964916049944635e+40	1.5014474983155325e+40	1.5014474983155325e+40	1.0340888896516292e+40	8.324286993703008e+39	6.934374298985179e+39	6.161620966155257e+39	5.482190273020664e+39	5.482190273020664e+39	4.893186139410646e+39	4.383014454802334e+39	4.383014454802334e+39
7776.0	1.360916021276538e+41	7.6377252828593e+40	4.2276759944676505e+40	3.231788224165827e+40	2.7304258272643936e+40	2.302999560547187e+40	1.9338925708951214e+40	1.9338925708951214e+40	1.6916964788088718e+40	1.497383984228173e+40	1.497383984228173e+40	1.0315127064642328e+40	8.302510117380053e+39	6.917169632865723e+39	6.145875639091425e+39	5.468533317897679e+39	5.468533317897679e+39	4.88042297631892e+39	4.370221863545418e+39	4.370221863545418e+39
7781.0	1.3608684380938256e+41	7.691243880263932e+40	4.270737015828725e+40	3.268302194044073e+40	2.7627263883896813e+40	2.331274791721389e+40	1.958121117548498e+40	1.958121117548498e+40	1.714172315347142e+40	1.5189994639318513e+40	1.5189994639318513e+40	1.0397622072137358e+40	8.372036770881571e+39	6.979217118708893e+39	6.198968887868198e+39	5.512726851005958e+39	5.512726851005958e+39	4.914715391819432e+39	4.392758211265023e+39	4.392758211265023e+39
7786.0	1.3606877096160183e+41	7.719676071499878e+40	4.29365228139486e+40	3.2892534827146077e+40	2.782198712819873e+40	2.3494291244226893e+40	1.9742808297349574e+40	1.9742808297349574e+40	1.7294040055964028e+40	1.5339655337474334e+40	1.5339655337474334e+40	1.045075278701859e+40	8.417073752482907e+39	7.02021507247851e+39	6.235141658046271e+39	5.543095949111824e+39	5.543095949111824e+39	4.938157197485148e+39	4.40773473589542e+39	4.40773473589542e+39
7791.0	1.360052660688509e+41	7.727779262165638e+40	4.301983141434591e+40	3.296281116013749e+40	2.7885447841187293e+40	2.355472645027065e+40	1.97932706590875e+40	1.97932706590875e+40	1.7337632193059292e+40	1.5383616190486373e+40	1.5383616190486373e+40	1.0465130331321318e+40	8.425975113613394e+39	7.027147269669272e+39	6.240660246823416e+39	5.546929064809207e+39	5.546929064809207e+39	4.939553447738669e+39	4.4069063028969565e+39	4.4069063028969565e+39
7796.0	1.3593762883183504e+41	7.738062332861961e+40	4.311325756814795e+40	3.3023442538366756e+40	2.793024714385712e+40	2.358915032671981e+40	1.9813691090821394e+40	1.9813691090821394e+40	1.734720907053507e+40	1.538971513491675e+40	1.538971513491675e+40	1.0476406419620736e+40	8.426959622971115e+39	7.023986981590167e+39	6.23548860604554e+39	5.540480890251454e+39	5.540480890251454e+39	4.9316251515552335e+39	4.3996706889331e+39	4.3996706889331e+39
7801.0	1.3587289608631086e+41	7.758937334689989e+40	4.3251279226747e+40	3.311962065520776e+40	2.8006439571088743e+40	2.364992290272584e+40	1.9856900951417034e+40	1.9856900951417034e+40	1.737776765671737e+40	1.5414208350931393e+40	1.5414208350931393e+40	1.0505459283394563e+40	8.439640662640119e+39	7.030295389042304e+39	6.239331444829123e+39	5.541768519445043e+39	5.541768519445043e+39	4.930905155116567e+39	4.399970709756475e+39	4.399970709756475e+39
7806.0	1.3580587954691322e+41	7.784110477767402e+40	4.339935946790415e+40	3.3225997055908554e+40	2.8092552179857907e+40	2.372034488869145e+40	1.9910418415294878e+40	1.9910418415294878e+40	1.7420005928505825e+40	1.5450892093521507e+40	1.5450892093521507e+40	1.0542409223881601e+40	8.460513174807381e+39	7.044736069165924e+39	6.251607691331101e+39	5.551070685533592e+39	5.551070685533592e+39	4.9381333997923564e+39	4.407669792041409e+39	4.407669792041409e+39
7811.0	1.357269064403006e+41	7.814743685878818e+40	4.357320012894288e+40	3.334989216296871e+40	2.8189706517669556e+40	2.379829527676479e+40	1.9971150777596176e+40	1.9971150777596176e+40	1.747030197237659e+40	1.5496685556896541e+40	1.5496685556896541e+40	1.0588942050108528e+40	8.493453535952352e+39	7.070150914076958e+39	6.27359967620468e+39	5.56946995648744e+39	5.56946995648744e+39	4.953057526140727e+39	4.421070815422968e+39	4.421070815422968e+39
7816.0	1.3561749464261155e+41	7.847697533122584e+40	4.3752388756499e+40	3.347349228699535e+40	2.8284036559323333e+40	2.3873164186877764e+40	2.0032098245779046e+40	2.0032098245779046e+40	1.7523893280332726e+40	1.554904815303449e+40	1.554904815303449e+40	1.064212691425448e+40	8.53863759758726e+39	7.107871679496212e+39	6.307876992717317e+39	5.600325031773026e+39	5.600325031773026e+39	4.979387140261932e+39	4.4429088502255405e+39	4.4429088502255405e+39
7821.0	1.3548833175758098e+41	7.849466520207818e+40	4.375593017319469e+40	3.34653192640891e+40	2.8273874310868375e+40	2.386654892157096e+40	2.002949330353186e+40	2.002949330353186e+40	1.7524182055738742e+40	1.5555670613232267e+40	1.5555670613232267e+40	1.0648621498643766e+40	8.545719295441898e+39	7.11498682593388e+39	6.316235717750651e+39	5.609694827890296e+39	5.609694827890296e+39	4.988621991328186e+39	4.449640951235296e+39	4.449640951235296e+39
7826.0	1.3533065681378832e+41	7.813363882931024e+40	4.3551625429583494e+40	3.3307192804498596e+40	2.8146353494916155e+40	2.377001954657194e+40	1.9956222975961865e+40	1.9956222975961865e+40	1.7464596556524321e+40	1.5509316511257337e+40	1.5509316511257337e+40	1.0600783241959842e+40	8.505353243898294e+39	7.082251380662672e+39	6.287738525830855e+39	5.585173479763264e+39	5.585173479763264e+39	4.9673479283466984e+39	4.42941797785158e+39	4.42941797785158e+39
